tic_id,toi,disposition,label,probability,physics_score,sde,welch_p,duration_ratio,density_ratio,period_days
445805961,1710.01,CP,1,0.9286933764069176,4,5.337548607679784,1.0,0.9298421144376604,1.2486942918713435,9.171682903737294
178155732,396.01,CP,1,0.9139042336766358,4,11.221050462785596,0.0016897735734092,0.8148549786084042,1.8554223918888657,5.96209784151929
202426247,1860.01,CP,1,0.911902646684094,4,5.532351464693614,1.0,0.9817313863543936,1.0609764304879856,11.956135242834502
62483237,139.01,CP,1,0.9033739833466944,4,10.063656984768086,1.5358741092427713e-13,0.7013730461989969,2.9096218393512716,7.16008980754204
309402106,710.01,FP,0,0.9008530014624128,4,4.550933552266213,0.0001977359587208,0.419571948885779,13.591407329491632,5.3546535844952405
237913194,2179.01,CP,1,0.8935228735210808,4,7.856351929927205,2.173509860667542e-62,0.4375644578541395,11.982781738351978,3.796428499469674
271478281,2194.01,CP,1,0.8903894151941005,4,11.330379145045551,4.2207811721186727e-41,1.14340670106952,0.6715549648165778,7.675174047328245
224225541,251.01,CP,1,0.8806310996593807,4,8.866016495204734,2.4131399798496233e-11,0.4023889404708879,15.407978232962776,6.402547106139344
321068176,2409.01,FA,0,0.8286658626538715,4,8.449149118278697,1.637317977024938e-09,0.4876800721630564,8.65523242527956,6.494212884916009
272625214,1613.01,FP,0,0.8040998878058134,4,9.722307411171046,0.0996512290833724,0.836022091759938,1.7180290471435995,5.238347510887351
33690636,891.01,FP,0,0.7993179631141237,4,10.382423542615944,1.2630251527038138e-05,0.8325937722530411,1.7393392178579077,7.735990518627643
341630071,2147.01,CP,1,0.7992369297593914,4,5.275930181941917,1.0,0.6939182436346526,3.0044075649740396,11.025236557046597
408310006,576.01,CP,1,0.7927019916422898,4,19.878433082728705,1.0564410032519556e-05,0.8461997358692865,1.6567810069939872,5.448362102935752
318022259,1730.01,CP,1,0.7751383353599608,4,10.173741152852116,1.291216904782454e-05,0.8568895482800947,1.595545621835819,6.222362370002307
47484268,226.01,FP,0,0.7396891257090761,3,5.743642601098131,3.0121973439278207e-12,0.9944065070337632,1.020920421325342,11.40758243930498
456945304,5559.01,KP,1,0.7369461679923132,3,3.91512166533988,2.246848115997687e-11,0.5143038645779487,7.37945689770323,5.454678736725175
63013648,5547.01,FP,0,0.7171961222735637,3,4.188771335217126,1.0617095808621766e-22,0.7666090029449799,2.228240265176785,11.67532129978084
437156845,2855.01,FP,0,0.7045554089043001,4,5.4949934804646,0.0778022151854896,0.4410517153632488,11.700790866000371,5.714604798289011
146434840,956.01,FP,0,0.7034808084296781,4,7.070590194889419,0.0003507036288837,0.6973525373258778,2.9602378500050195,8.96796318417653
374180079,5520.01,KP,1,0.6484278314186815,3,6.912832757974043,2.5798624948314892e-06,0.3581324922736081,21.855089458013012,2.698061671295434
410214986,200.01,CP,1,0.648085819912046,3,8.100654664469442,2.651258236786478e-32,1.3251788576941652,0.4313802604889398,11.183748670599511
233569098,2148.01,FP,0,0.6457236364083319,4,4.12068282465269,0.0397076806464268,0.4790860663468337,9.1294190741088,7.225153967572957
444413256,3989.01,FP,0,0.6420851899875767,4,14.125960363707351,0.6650357539521778,0.7845403813105638,2.0789203811297043,4.01035635287824
260647166,1233.01,CP,1,0.6342812799722997,3,5.996744302468854,2.885465940578806e-32,1.1714590992915306,0.6244567627043468,7.613023797257716
368805700,5674.01,KP,1,0.5938798482462734,4,17.450986635258,0.0025784144423409,0.8915499754455116,1.4165982025579875,3.5750936039263252
458876004,3677.01,FP,0,0.5915424632386003,4,15.341807933205605,0.0011741778507863,0.6280722324337062,4.051865153569984,3.689150830919443
319068154,1541.01,FP,0,0.5785319628980676,4,8.940980476586487,0.9357794102103736,0.5879245325236743,4.939909765649801,3.805510122091968
189013222,949.01,FP,0,0.5705065342645784,4,8.60379874404835,4.6620003733424617e-67,1.1525529906891945,0.655693770462217,7.132426555989711
169081296,7458.01,KP,1,0.5607574286018301,4,6.087434901873001,0.0355099342308262,0.6542708976782409,3.5843544884551735,5.105654619966255
439366538,2374.01,CP,1,0.4817997540217826,5,9.63945352019049,0.4157613269197063,0.8102111660181214,1.8875092605404489,4.3072226747502675
165464482,3894.01,CP,1,0.4804114976003742,5,18.813015537916073,0.0247523622629058,0.7007137492880781,2.9178425008359103,4.335444170891088
90850770,2207.01,CP,1,0.4613631627332267,5,13.023000380410762,0.981111638825282,0.8159018528975087,1.848289538372987,8.017853856909763
99869022,1199.01,CP,1,0.4612218497092372,5,13.39918672220672,0.885706923365053,0.723212134619509,2.653912806637726,3.677526178066522
321668398,1862.01,CP,1,0.4587295187405821,5,11.798777304791438,0.8940863942357861,0.9077507265010306,1.34209713127979,5.6387478537295355
191284318,1458.01,KP,1,0.4564895281711182,5,21.441352409162217,0.3453675198456827,0.911481631169309,1.3256839580282846,2.7724031147994737
404340025,834.01,KP,1,0.4553798438693132,5,21.68900912362783,0.6999593278693257,0.8382062105491631,1.70463397668025,2.6725084129580137
35857242,400.01,KP,1,0.4494380638165104,5,18.69557379644863,0.0923609308084839,0.8138740465088654,1.8621392956975535,3.6351464224405423
97700520,1013.01,FP,0,0.4462836630304564,5,20.480565326137548,0.053931682515883,0.8653033629655424,1.549453647910173,5.4255962523602586
437333618,843.01,KP,1,0.4443197084050456,5,17.337323822791646,0.1919115846986726,0.7707229784677763,2.1927485961110205,4.294538988054668
404467699,857.01,KP,1,0.4395887212023645,5,14.970190174893164,0.634566926173531,0.8050713911585948,1.9238915262078229,3.9143580868564056
248075138,769.01,KP,1,0.4386714200747222,5,21.317340999543266,0.8785416325165805,0.9326106845510218,1.2376065622713828,4.983079205480672
291555748,1018.01,FP,0,0.4336982543244291,5,10.3954798922471,0.6358170521132707,0.6811148282850935,3.1770405490758145,4.9537050471754975
52640302,473.01,KP,1,0.4322631852787887,5,17.383924222674107,0.5382370088406441,0.945385017333908,1.1881126444483423,1.5743713048944876
20892672,378.01,FP,0,0.4243565193528339,5,16.16773838320425,0.2573809710848236,0.941290621976186,1.2036842225144686,3.106238301703981
211438925,194.01,KP,1,0.4215206021559659,5,23.828185914233114,0.1397302076267526,0.7495397973540262,2.3839638888604244,4.900802565991093
75417968,7335.01,FP,0,0.4214459750972948,5,17.70044091561307,0.7784004292933548,0.8023337790126873,1.9436521056586569,3.38110422749923
151728428,5850.01,FP,0,0.4205550344422964,5,7.232340954711866,1.0,1.042250461519192,0.8866811486859958,12.52296902790089
260128333,1338.01,CP,1,0.4199633626742755,5,7.071376646740975,1.0,0.8899559055685093,1.4242239860986676,7.296698757986573
280206394,677.01,CP,1,0.4188385121883157,5,15.589307367678666,0.9454475661283946,0.8380707598078909,1.7054606297495951,11.241077277638428
32487566,2386.01,KP,1,0.4184099847507549,5,16.814469097431825,0.0231623841778475,0.8283178809892735,1.7664146326848034,2.755857012981212
399870368,624.01,CP,1,0.4134001980797634,5,23.8364080814451,0.8699244024316752,0.8550097347799347,1.606092615145525,2.7445282620927003
139118482,3914.01,FP,0,0.4130426410988168,5,18.39663934715875,1.0,0.8276678607898706,1.7705797352850865,6.725552310074005
44792534,954.01,CP,1,0.4106344572922892,5,12.548138534435964,0.6759251457978238,0.7767808005420751,2.1418463642128756,3.681456749333446
317520667,7058.01,KP,1,0.4037164789213364,5,21.805870156459193,0.0822735392904482,0.768923405654996,2.2081802493741507,2.464887585783053
117689799,3504.01,FP,0,0.4026717602869696,5,19.662251580463355,0.5193712787724792,0.7269603052364453,2.6130737750957684,2.1579244469059637
203189770,1198.01,KP,1,0.3994406160746876,5,21.93002126349057,0.9059210493587244,1.021948071811789,0.9405833307819847,3.608723330295162
188570092,294.01,CP,1,0.3939283118517814,5,23.878911948590027,1.0,0.8481901107204067,1.645144878379385,7.333139082944855
267650535,3597.01,KP,1,0.3937141846988335,5,26.164953020084532,0.0022837343334773,0.9424864004520678,1.1991085141662492,4.011981191899089
134537478,501.01,KP,1,0.3827847324058413,5,17.071836035364395,0.8420593612917456,0.7931027568060249,2.0123123155284626,1.712130181691572
280437559,969.01,CP,1,0.3777055963784163,5,16.96520566956255,0.2445576849417318,0.7549313935578396,2.3332501711804983,1.8248247095359416
130633912,7497.01,KP,1,0.3746434706377792,5,17.209637633028358,0.0470915483768518,0.9876309228606291,1.0420767963346511,5.290908882008962
240681314,1477.01,KP,1,0.3742226985334422,5,13.186889011155287,0.8305003718827203,0.7452826403814936,2.425050277895176,2.7327062196042378
159951311,265.01,KP,1,0.3738677416103844,5,19.769291095295323,0.7248815943406789,0.9656802035227968,1.1147661638122406,5.929858346852044
361343239,2977.01,CP,1,0.3658908633288516,5,20.82798382941184,0.5238251220032331,1.0553811489943945,0.8539958606777678,2.349891143119317
382474101,349.01,FP,0,0.3658535753536848,5,34.164433986510154,5.194760049840397e-05,1.3152655092918322,0.4412080917261442,2.6527388097070226
240968774,1467.01,CP,1,0.3623819460021005,5,10.501392422430095,0.1039140423092908,0.6021854168749965,4.597196438454691,5.9823559292421855
301289516,4517.01,KP,1,0.357941582638584,5,18.75817042475532,0.6208998432872914,0.8143612062657979,1.8587994383149924,1.20810820499325
199444169,1410.01,CP,1,0.3555347552885032,5,18.47593784662038,0.6361142651953395,0.7767022411755252,2.1424963395989476,1.2176380924415784
37770169,470.01,CP,1,0.3554286355788965,5,9.344411796555391,0.2398175581985298,0.931408133336355,1.242406416137003,4.062164521134793
286355915,1637.01,FP,0,0.3531714695660995,5,18.266225429336256,0.3959875965688528,0.816023383466386,1.847463862668106,4.081744185138234
162802770,2641.01,CP,1,0.3529910350884164,5,9.271679640670625,0.4410542694356312,0.7267103527316099,2.6157710079401704,4.882779263297777
425206121,508.01,KP,1,0.3517306583112579,5,21.222426439980545,0.2145244387846854,0.8471268301927891,1.6513474219470046,4.605056059331071
81231810,2838.01,FP,0,0.34692655688314,5,12.591187744161626,0.0122479972062026,0.6730152701542459,3.293131015322385,5.457345293056651
250386181,390.01,FP,0,0.3436949203941831,5,19.07415734973373,0.561884477738296,0.6840698555547602,3.1360458551988475,1.4694121698091482
59843967,474.01,KP,1,0.3423755754106251,5,16.88950305285455,0.3059166871751347,0.9462162735303544,1.1849841040355915,2.514337889980179
412259468,3357.01,FP,0,0.3376787170953621,5,13.37264041923655,0.8149896209049727,0.7102266558276079,2.8021595502599403,2.6503500209849347
341729521,997.01,FP,0,0.3332066107006564,5,21.55580306709909,0.8211337248147215,0.7457925478147773,2.420079568892971,8.421942128929524
120757718,1236.01,KP,1,0.3317799467307539,5,30.991835136596272,0.0462254203660894,1.0089352754693914,0.9774484085811396,3.032337132320283
13021029,439.01,KP,1,0.3263524041583998,5,16.485343060224455,0.1859003996353494,0.8369964928121194,1.7120358277663468,3.852546935392703
27916356,3534.01,KP,1,0.3199988677027572,5,15.175823650720991,0.3321333205143413,0.8922527702050952,1.4132534312592688,3.236411637065587
229791084,1864.01,KP,1,0.3115054499173245,5,22.86326872928088,0.9043878127010738,0.855594843028702,1.602799833961682,1.6463094642867058
428699140,3082.01,CP,1,0.3101065969535828,5,18.649633126189116,0.842126671380938,0.9254282476544538,1.2666467362166254,1.926743094100919
158002130,1180.01,CP,1,0.3088289380851033,5,12.41888332982874,0.7407852163466923,1.067998174556912,0.8240854235439403,9.677945449048108
380619414,5144.01,KP,1,0.3025718441255582,5,27.287040187458935,0.478259532491049,0.9694065203460124,1.1019603137423784,2.658327729967397
381856447,2206.01,KP,1,0.3003457514026434,5,19.8563622543624,0.5806076355908542,0.833856798624574,1.731447555327844,1.7678732636713657
159098316,4475.01,KP,1,0.2925780619791087,5,14.137370784598009,0.6680023104277499,0.9315308825673134,1.2419153395443236,3.5791340402017866
283015592,4000.01,FP,0,0.2900937835911625,5,14.747027929947606,0.0480614994983656,0.7667040263865142,2.2274118797356115,3.702529757991976
166836920,267.01,KP,1,0.2872365490858382,5,13.755763543603903,0.2962244387956621,0.9641685734920082,1.1200176023182824,5.765875375495177
248250955,4552.01,CP,1,0.2839869415478506,5,7.113527265672294,1.0,0.4245425530193467,13.119584523208678,12.09731980856794
409183335,1667.01,FP,0,0.2833986122088326,5,10.58727308849936,0.0153661147292748,0.8860853965833451,1.4429690839417764,3.3150989150028365
256414077,1566.01,FP,0,0.2819371317885167,5,11.437282435645916,0.1090104218781392,0.7632456733160187,2.2578272505907218,3.011154372616255
9725627,239.01,KP,1,0.2798583203337738,5,15.680167897717524,0.4678746751521688,1.0313621608842132,0.915061287017778,4.157413858316157
308073360,3837.01,CP,1,0.2758493446382561,5,16.973866262052184,0.2970955289986009,0.923124883621598,1.276151954158627,11.885211256852225
53735810,661.01,KP,1,0.2756301684331977,5,16.63517512159023,0.8840140433895776,0.9723786930658046,1.0918864127625418,4.08781555922762
237922465,2416.01,CP,1,0.2750423507689191,5,10.57109262653529,0.5880861713056512,1.0231368921008954,0.9373084441091716,8.261269252454783
327369524,6016.01,CP,1,0.2747902840308395,5,15.79751655672436,0.3851988936681397,0.7625633131133667,2.263893752049782,4.027954736820095
367102581,1522.01,FP,0,0.2707061970951174,5,13.568445924641049,0.3364005061966762,0.7631837185191781,2.2583771624186095,2.979501204884617
437261733,1910.01,KP,1,0.2646050366057833,5,14.579861500971546,0.2539743676784696,0.94819134860517,1.1775945802212693,5.408459114357179
294090620,587.01,FP,0,0.2590535751015206,5,19.374471834202932,0.9849289465057482,1.016472356342824,0.955866072316657,8.0580961531341
68577662,4606.01,KP,1,0.2528067103663854,5,27.168149392200903,0.989483793866006,1.0444296423185448,0.8811425953420841,11.170594321118086
272213425,1904.01,KP,1,0.2439022850094346,5,13.247949807327185,0.0015441208102925,0.7574314708673239,2.3102220569022553,4.324776274628016
355703913,111.01,KP,1,0.2414723355436189,5,16.25749492496946,0.5581619231379504,0.7997520111557002,1.962536491977107,2.105310830905586
69356857,5232.01,CP,1,0.2410511545712957,5,11.779036382258116,0.6365815329081324,0.7979176477551996,1.976102883150871,4.096576583720379
269450900,1127.01,FP,0,0.2364115306376171,5,13.554121062096543,0.8624531373521708,0.82258055476876,1.803634138734721,2.329256495022877
73228647,755.01,CP,1,0.2313325416941905,5,12.349351206463714,0.6947814773232162,0.8820001684012561,1.4631126304038364,2.5432474013146087
157586003,1626.01,KP,1,0.2289957632796402,5,13.557427479115669,0.7083170812710494,0.7560846426556204,2.322589791474929,3.336692160347965
269892793,1636.01,FP,0,0.2214157215418985,5,28.32180259788494,0.0028386088363104,0.8116369916578074,1.877579202827396,1.772085054831224
131036011,3372.01,FP,0,0.2203675178750296,5,11.83368242346642,0.2546431621731149,0.9716908074757228,1.0942069804808747,11.066522520134038
9443323,6052.01,KP,1,0.2149456684285525,5,13.35000945972559,0.3887951791361617,0.90617842626611,1.349095233553992,4.013311236129363
162577466,4067.01,FP,0,0.2149229919255945,5,13.632793185615627,0.5136378612384338,1.1782537458518223,0.6137157603279394,3.680035188325934
198241702,1269.01,CP,1,0.2100000494126264,5,9.69255080874336,0.9234623036561972,0.8120152288458581,1.8749566921659535,4.249245255551817
124778445,2503.01,KP,1,0.2081009071325423,5,18.077942135463186,0.820116246193869,0.9480488512752924,1.1781256582548756,1.6745287665782325
319968129,5070.01,FP,0,0.2069830608752321,5,8.506995956717107,0.6031476093046501,0.7518548981544758,2.362009627025065,6.207944773782144
424865156,1265.01,KP,1,0.205870506338401,5,19.833645789738984,0.7339509672254775,0.8864803620414783,1.441041227165634,2.2056601436981347
137683938,4587.01,KP,1,0.205525460831828,5,7.721219247912054,0.5703537372795893,0.9746240509771348,1.0843572575616376,3.2869534185858793
8260536,5398.01,CP,1,0.2054376279077765,5,21.770682319774732,0.9821857892889176,1.1081007139440138,0.737812586176154,10.57711354450248
158324245,1161.01,KP,1,0.2030242024460497,5,25.26068070783156,0.0639473266162388,1.290428364586432,0.4671776542946017,1.7628859633995155
164786087,4440.01,KP,1,0.1988011769289184,5,14.15200349523809,0.8696426563480398,1.0499101282048382,0.8674159182231324,4.080111189658116
39926974,4526.01,KP,1,0.1903765984649841,5,8.607985719934186,0.204960469941054,0.6660810384387466,3.3970547913526152,2.260095958241775
144043410,2554.01,FP,0,0.1886884487622132,5,10.666146233041264,0.0879290438700205,0.8482412113995723,1.6448475704141567,6.265016615348871
470381900,1696.01,CP,1,0.1866564769678437,5,11.595480188923707,0.0998464113104217,0.8517407646509595,1.6246561684424785,2.5001708734135484
144970275,3423.01,FP,0,0.185941473634739,5,12.492398720252597,0.939086511503708,0.882419375813419,1.4610283958261223,2.527076352786287
58474992,6921.01,FP,0,0.1831848714551456,5,16.704892252282647,1.0,0.7700993735023419,2.198079790556845,11.757324170974654
169532369,425.01,FP,0,0.1806354083539672,5,13.5613154180055,0.3950573850960229,0.7996115880445149,1.9635706211106123,3.6044752724561535
256621916,1342.01,FP,0,0.1800939295287724,5,18.163436201282256,0.2900669201760428,0.7912908971906832,2.0261670772859555,1.4136746306393153
292152376,6031.01,KP,1,0.1732184098748516,5,33.936773070321784,0.2698531201052578,1.0661887736575402,0.8282881488483238,2.1509112064118963
363851359,1920.01,KP,1,0.1685274946119472,5,11.529069645569578,0.5990461788427831,0.7365289374607992,2.512547726651953,2.541560996063863
24094603,1121.01,FP,0,0.1646596951531416,5,10.44046058374412,0.3622047315235523,0.9153763959224274,1.3088342018566057,4.076101357150382
21744120,2127.01,KP,1,0.1634933130386528,5,29.08819293828489,0.3058382275883691,0.9926499568018848,1.0263497467522764,5.509914848334565
27318774,4471.01,KP,1,0.1633454435422985,5,13.49382868629134,0.6985562437303007,0.901216431363664,1.3715020448505304,3.239608131591426
291732201,7418.01,FP,0,0.1593520140237572,5,11.826517631690956,0.1005436657828069,0.5556799833012017,5.850722564856298,6.173738598115319
281909674,534.01,KP,1,0.1576454589574718,5,9.933981207673977,0.742641338284716,0.9077253333416964,1.3422097679059604,4.030981072586126
178709444,762.01,CP,1,0.1563371064565117,5,21.76257851338234,0.6434298548516355,0.6928193497820264,3.0187262948915214,3.4695417523875545
263179590,2498.01,CP,1,0.1553588216451597,5,13.012217042057118,0.2906363557933221,0.9041649332276658,1.3581282564456958,3.736841446859782
293607057,4987.01,CP,1,0.1522688443866032,5,9.396744355876692,0.6756364315848953,0.7088656896308663,2.8183303329508194,4.288451048976979
274002141,6368.01,FP,0,0.1515482770950069,5,16.665048225245,0.9684594831258716,0.8144505794241693,1.858187583335796,1.619531938628305
63189173,5093.01,KP,1,0.1476669499522897,5,26.67200330538526,0.6447777919133437,0.8036042356988774,1.9344482318432956,2.297260658744034
271169413,4559.01,CP,1,0.1472401572494543,5,9.792723584858198,0.7250384116105695,0.8824640917804847,1.4608063086459906,3.966345218616696
164892194,2178.01,KP,1,0.142506210230587,5,13.549230859318342,0.7212725404147943,0.8330348500668069,1.7365778287022144,3.030651473611198
143350972,440.01,FP,0,0.1385219299734007,5,17.6112387594813,0.8023640464448558,0.8926266412184263,1.4114783781990985,1.0814276415529145
1400212743,2113.01,FP,0,0.135049251182282,5,9.778415971817568,0.9060508629745816,0.8339183402896466,1.731064250523521,5.239406743827329
198616607,4116.01,FP,0,0.1336204670673992,5,7.442359687500069,0.1301595389609339,0.6387956828745216,3.851215725830039,3.627774838949577
