host,stellar_r,stellar_m,inj_period,inj_rp_earth,inj_rp_rs,inj_depth_ppm,inj_impact,inj_snr,n_transits,rec_period,rec_sde,rec_depth_ppm,tls_recovered,clf_probability,clf_recovered,error
TIC 402898317,0.730261,0.7,1.576497337938196,2.5,0.031386038690276494,1134.8629306787705,0.5,17.16607355203715,16,1.575912252100644,14.905987208704296,1092.195572796162,1,0.11303907716668261,0,
TIC 402898317,0.730261,0.7,1.576497337938196,4.0,0.050217661904442386,3080.9171330089534,0.1,46.60232410739757,16,1.575912252100644,18.834264216365913,3032.711038418845,1,0.19076275186223468,0,
TIC 402898317,0.730261,0.7,1.576497337938196,4.0,0.050217661904442386,2904.364489473288,0.5,43.931767529320666,16,1.575912252100644,19.668658028147398,2922.388862962477,1,0.30297970152627596,0,
TIC 402898317,0.730261,0.7,1.576497337938196,6.0,0.07532649285666357,6929.814302533921,0.1,104.82120686425698,16,1.575912252100644,26.918271639510113,6703.935273663308,1,0.2694057260313842,0,
TIC 402898317,0.730261,0.7,1.576497337938196,6.0,0.07532649285666357,6530.715593968228,0.5,98.78439166784896,16,1.575912252100644,25.708478119579592,6599.502945445756,1,0.24921407160771475,0,
TIC 402898317,0.730261,0.7,1.576497337938196,9.0,0.11298973928499537,15580.609046812688,0.1,235.67417143773775,16,1.575912252100644,37.97680796818188,15082.179342290281,1,0.4242550378138597,0,
TIC 402898317,0.730261,0.7,1.576497337938196,9.0,0.11298973928499537,14673.092878124793,0.5,221.9469724252176,16,1.575912252100644,36.14121207639133,14606.828599316279,1,0.3109863359847492,0,
TIC 402898317,0.730261,0.7,1.576497337938196,13.0,0.16320740118943775,32460.571784524884,0.1,491.00252350392486,16,1.575912252100644,42.10965633431047,32393.82924891554,1,0.14452331227444803,0,
TIC 402898317,0.730261,0.7,1.576497337938196,13.0,0.16320740118943775,30526.95115699944,0.5,461.75434470052943,16,1.575912252100644,42.00248481626008,30427.243077970288,1,0.1527315239990261,0,
TIC 402898317,0.730261,0.7,2.365869810955864,0.8,0.010043532380888478,123.26667030815308,0.1,1.6273806432849396,11,3.411414233731415,4.572270925219414,447.82195398074265,0,0.07550004464128543,0,
TIC 402898317,0.730261,0.7,2.365869810955864,0.8,0.010043532380888478,116.22631714269804,0.5,1.5344330976531049,11,0.5064269833541477,4.725720653330613,293.4649788487453,0,0.04633481808973082,0,
TIC 402898317,0.730261,0.7,2.365869810955864,1.5,0.018831623214165892,433.34946520701135,0.1,5.721129074816308,11,1.0137773692017455,4.388939727412738,428.7911494521568,0,0.06749251199717067,0,
TIC 402898317,0.730261,0.7,2.365869810955864,1.5,0.018831623214165892,408.5982419668177,0.5,5.394360602057039,11,1.0137773692017455,6.2019013497275965,480.78300109910543,0,0.06242905564119389,0,
